+------------+--------------+------------+----------------------------+
| Дата   | Начало | Конец | Предмет             |
|          4 | Александр | Кириллов | 2016-09-10 | 13:50:00     | 15:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-09-10 | 13:50:00     | 15:20:00   | История             |
|          1 | Иван           | Петров     | 2016-09-10 | 15:30:00     | 17:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-09-10 | 15:30:00     | 17:00:00   | Алгебра             |
|          3 | Петр           | Сергеев   | 2016-09-10 | 15:30:00     | 17:00:00   | Алгебра             |
|          4 | Александр | Кириллов | 2016-09-10 | 15:30:00     | 17:00:00   | Алгебра             |
|          5 | Кирилл       | Смирнов   | 2016-09-10 | 15:30:00     | 17:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-09-11 | 08:30:00     | 10:00:00   | Химия                 |
|          3 | Петр           | Сергеев   | 2016-09-11 | 08:30:00     | 10:00:00   | Химия                 |
|          4 | Александр | Кириллов | 2016-09-11 | 08:30:00     | 10:00:00   | Химия                 |
|          5 | Кирилл       | Смирнов   | 2016-09-11 | 08:30:00     | 10:00:00   | Химия                 |
|          1 | Иван           | Петров     | 2016-09-11 | 10:10:00     | 11:40:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-09-11 | 10:10:00     | 11:40:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-09-11 | 10:10:00     | 11:40:00   | Биология           |
|          4 | Александр | Кириллов | 2016-09-11 | 10:10:00     | 11:40:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-09-11 | 10:10:00     | 11:40:00   | Биология           |
|          1 | Иван           | Петров     | 2016-09-11 | 11:50:00     | 13:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-09-11 | 11:50:00     | 13:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-09-11 | 11:50:00     | 13:20:00   | История             |
|          4 | Александр | Кириллов | 2016-09-11 | 11:50:00     | 13:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-09-11 | 11:50:00     | 13:20:00   | История             |
|          1 | Иван           | Петров     | 2016-09-12 | 08:30:00     | 10:00:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-09-12 | 08:30:00     | 10:00:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-09-12 | 08:30:00     | 10:00:00   | Литература       |
|          4 | Александр | Кириллов | 2016-09-12 | 08:30:00     | 10:00:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-09-12 | 08:30:00     | 10:00:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-09-12 | 10:10:00     | 11:40:00   | Химия                 |
|          3 | Петр           | Сергеев   | 2016-09-12 | 10:10:00     | 11:40:00   | Химия                 |
|          4 | Александр | Кириллов | 2016-09-12 | 10:10:00     | 11:40:00   | Химия                 |
|          5 | Кирилл       | Смирнов   | 2016-09-12 | 10:10:00     | 11:40:00   | Химия                 |
|          1 | Иван           | Петров     | 2016-09-12 | 11:50:00     | 13:20:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-09-12 | 11:50:00     | 13:20:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-09-12 | 11:50:00     | 13:20:00   | Биология           |
|          4 | Александр | Кириллов | 2016-09-12 | 11:50:00     | 13:20:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-09-12 | 11:50:00     | 13:20:00   | Биология           |
|          1 | Иван           | Петров     | 2016-09-12 | 13:50:00     | 15:20:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-09-12 | 13:50:00     | 15:20:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-09-12 | 13:50:00     | 15:20:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-09-12 | 13:50:00     | 15:20:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-09-12 | 13:50:00     | 15:20:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-09-15 | 08:30:00     | 10:00:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-09-15 | 08:30:00     | 10:00:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-09-15 | 08:30:00     | 10:00:00   | Биология           |
|          4 | Александр | Кириллов | 2016-09-15 | 08:30:00     | 10:00:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-09-15 | 08:30:00     | 10:00:00   | Биология           |
|          1 | Иван           | Петров     | 2016-09-15 | 10:10:00     | 11:40:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-09-15 | 10:10:00     | 11:40:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-09-15 | 10:10:00     | 11:40:00   | Литература       |
|          4 | Александр | Кириллов | 2016-09-15 | 10:10:00     | 11:40:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-09-15 | 10:10:00     | 11:40:00   | Литература       |
|          1 | Иван           | Петров     | 2016-09-15 | 11:50:00     | 13:20:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-09-15 | 11:50:00     | 13:20:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-09-15 | 11:50:00     | 13:20:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-09-15 | 11:50:00     | 13:20:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-09-15 | 11:50:00     | 13:20:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-09-15 | 13:50:00     | 15:20:00   | Физика               |
|          3 | Петр           | Сергеев   | 2016-09-15 | 13:50:00     | 15:20:00   | Физика               |
|          4 | Александр | Кириллов | 2016-09-15 | 13:50:00     | 15:20:00   | Физика               |
|          5 | Кирилл       | Смирнов   | 2016-09-15 | 13:50:00     | 15:20:00   | Физика               |
|          1 | Иван           | Петров     | 2016-09-16 | 08:30:00     | 10:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-09-16 | 08:30:00     | 10:00:00   | Алгебра             |
|          3 | Петр           | Сергеев   | 2016-09-16 | 08:30:00     | 10:00:00   | Алгебра             |
|          4 | Александр | Кириллов | 2016-09-16 | 08:30:00     | 10:00:00   | Алгебра             |
|          5 | Кирилл       | Смирнов   | 2016-09-16 | 08:30:00     | 10:00:00   | Алгебра             |
|          1 | Иван           | Петров     | 2016-09-16 | 10:10:00     | 11:40:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-09-16 | 10:10:00     | 11:40:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-09-16 | 10:10:00     | 11:40:00   | Биология           |
|          4 | Александр | Кириллов | 2016-09-16 | 10:10:00     | 11:40:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-09-16 | 10:10:00     | 11:40:00   | Биология           |
|          1 | Иван           | Петров     | 2016-09-16 | 11:50:00     | 13:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-09-16 | 11:50:00     | 13:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-09-16 | 11:50:00     | 13:20:00   | История             |
|          4 | Александр | Кириллов | 2016-09-16 | 11:50:00     | 13:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-09-16 | 11:50:00     | 13:20:00   | История             |
|          1 | Иван           | Петров     | 2016-09-17 | 08:30:00     | 10:00:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-09-17 | 08:30:00     | 10:00:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-09-17 | 08:30:00     | 10:00:00   | Биология           |
|          4 | Александр | Кириллов | 2016-09-17 | 08:30:00     | 10:00:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-09-17 | 08:30:00     | 10:00:00   | Биология           |
|          1 | Иван           | Петров     | 2016-09-17 | 10:10:00     | 11:40:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-09-17 | 10:10:00     | 11:40:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-09-17 | 10:10:00     | 11:40:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-09-17 | 10:10:00     | 11:40:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-09-17 | 10:10:00     | 11:40:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-09-17 | 11:50:00     | 13:20:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-09-17 | 11:50:00     | 13:20:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-09-17 | 11:50:00     | 13:20:00   | Литература       |
|          4 | Александр | Кириллов | 2016-09-17 | 11:50:00     | 13:20:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-09-17 | 11:50:00     | 13:20:00   | Литература       |
|          1 | Иван           | Петров     | 2016-09-17 | 13:50:00     | 15:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-09-17 | 13:50:00     | 15:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-09-17 | 13:50:00     | 15:20:00   | История             |
|          4 | Александр | Кириллов | 2016-09-17 | 13:50:00     | 15:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-09-17 | 13:50:00     | 15:20:00   | История             |
|          1 | Иван           | Петров     | 2016-09-17 | 15:30:00     | 17:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-09-17 | 15:30:00     | 17:00:00   | Алгебра             |
|          3 | Петр           | Сергеев   | 2016-09-17 | 15:30:00     | 17:00:00   | Алгебра             |
|          4 | Александр | Кириллов | 2016-09-17 | 15:30:00     | 17:00:00   | Алгебра             |
|          5 | Кирилл       | Смирнов   | 2016-09-17 | 15:30:00     | 17:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-09-18 | 08:30:00     | 10:00:00   | Химия                 |
|          3 | Петр           | Сергеев   | 2016-09-18 | 08:30:00     | 10:00:00   | Химия                 |
|          4 | Александр | Кириллов | 2016-09-18 | 08:30:00     | 10:00:00   | Химия                 |
|          5 | Кирилл       | Смирнов   | 2016-09-18 | 08:30:00     | 10:00:00   | Химия                 |
|          1 | Иван           | Петров     | 2016-09-18 | 10:10:00     | 11:40:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-09-18 | 10:10:00     | 11:40:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-09-18 | 10:10:00     | 11:40:00   | Биология           |
|          4 | Александр | Кириллов | 2016-09-18 | 10:10:00     | 11:40:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-09-18 | 10:10:00     | 11:40:00   | Биология           |
|          1 | Иван           | Петров     | 2016-09-18 | 11:50:00     | 13:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-09-18 | 11:50:00     | 13:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-09-18 | 11:50:00     | 13:20:00   | История             |
|          4 | Александр | Кириллов | 2016-09-18 | 11:50:00     | 13:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-09-18 | 11:50:00     | 13:20:00   | История             |
|          1 | Иван           | Петров     | 2016-09-19 | 08:30:00     | 10:00:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-09-19 | 08:30:00     | 10:00:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-09-19 | 08:30:00     | 10:00:00   | Литература       |
|          4 | Александр | Кириллов | 2016-09-19 | 08:30:00     | 10:00:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-09-19 | 08:30:00     | 10:00:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-09-19 | 10:10:00     | 11:40:00   | Химия                 |
|          3 | Петр           | Сергеев   | 2016-09-19 | 10:10:00     | 11:40:00   | Химия                 |
|          4 | Александр | Кириллов | 2016-09-19 | 10:10:00     | 11:40:00   | Химия                 |
|          5 | Кирилл       | Смирнов   | 2016-09-19 | 10:10:00     | 11:40:00   | Химия                 |
|          1 | Иван           | Петров     | 2016-09-19 | 11:50:00     | 13:20:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-09-19 | 11:50:00     | 13:20:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-09-19 | 11:50:00     | 13:20:00   | Биология           |
|          4 | Александр | Кириллов | 2016-09-19 | 11:50:00     | 13:20:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-09-19 | 11:50:00     | 13:20:00   | Биология           |
|          1 | Иван           | Петров     | 2016-09-19 | 13:50:00     | 15:20:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-09-19 | 13:50:00     | 15:20:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-09-19 | 13:50:00     | 15:20:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-09-19 | 13:50:00     | 15:20:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-09-19 | 13:50:00     | 15:20:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-09-22 | 08:30:00     | 10:00:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-09-22 | 08:30:00     | 10:00:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-09-22 | 08:30:00     | 10:00:00   | Биология           |
|          4 | Александр | Кириллов | 2016-09-22 | 08:30:00     | 10:00:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-09-22 | 08:30:00     | 10:00:00   | Биология           |
|          1 | Иван           | Петров     | 2016-09-22 | 10:10:00     | 11:40:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-09-22 | 10:10:00     | 11:40:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-09-22 | 10:10:00     | 11:40:00   | Литература       |
|          4 | Александр | Кириллов | 2016-09-22 | 10:10:00     | 11:40:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-09-22 | 10:10:00     | 11:40:00   | Литература       |
|          1 | Иван           | Петров     | 2016-09-22 | 11:50:00     | 13:20:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-09-22 | 11:50:00     | 13:20:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-09-22 | 11:50:00     | 13:20:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-09-22 | 11:50:00     | 13:20:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-09-22 | 11:50:00     | 13:20:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-09-22 | 13:50:00     | 15:20:00   | Физика               |
|          3 | Петр           | Сергеев   | 2016-09-22 | 13:50:00     | 15:20:00   | Физика               |
|          4 | Александр | Кириллов | 2016-09-22 | 13:50:00     | 15:20:00   | Физика               |
|          5 | Кирилл       | Смирнов   | 2016-09-22 | 13:50:00     | 15:20:00   | Физика               |
|          1 | Иван           | Петров     | 2016-09-23 | 08:30:00     | 10:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-09-23 | 08:30:00     | 10:00:00   | Алгебра             |
|          3 | Петр           | Сергеев   | 2016-09-23 | 08:30:00     | 10:00:00   | Алгебра             |
|          4 | Александр | Кириллов | 2016-09-23 | 08:30:00     | 10:00:00   | Алгебра             |
|          5 | Кирилл       | Смирнов   | 2016-09-23 | 08:30:00     | 10:00:00   | Алгебра             |
|          1 | Иван           | Петров     | 2016-09-23 | 10:10:00     | 11:40:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-09-23 | 10:10:00     | 11:40:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-09-23 | 10:10:00     | 11:40:00   | Биология           |
|          4 | Александр | Кириллов | 2016-09-23 | 10:10:00     | 11:40:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-09-23 | 10:10:00     | 11:40:00   | Биология           |
|          1 | Иван           | Петров     | 2016-09-23 | 11:50:00     | 13:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-09-23 | 11:50:00     | 13:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-09-23 | 11:50:00     | 13:20:00   | История             |
|          4 | Александр | Кириллов | 2016-09-23 | 11:50:00     | 13:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-09-23 | 11:50:00     | 13:20:00   | История             |
|          1 | Иван           | Петров     | 2016-09-24 | 08:30:00     | 10:00:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-09-24 | 08:30:00     | 10:00:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-09-24 | 08:30:00     | 10:00:00   | Биология           |
|          4 | Александр | Кириллов | 2016-09-24 | 08:30:00     | 10:00:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-09-24 | 08:30:00     | 10:00:00   | Биология           |
|          1 | Иван           | Петров     | 2016-09-24 | 10:10:00     | 11:40:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-09-24 | 10:10:00     | 11:40:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-09-24 | 10:10:00     | 11:40:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-09-24 | 10:10:00     | 11:40:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-09-24 | 10:10:00     | 11:40:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-09-24 | 11:50:00     | 13:20:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-09-24 | 11:50:00     | 13:20:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-09-24 | 11:50:00     | 13:20:00   | Литература       |
|          4 | Александр | Кириллов | 2016-09-24 | 11:50:00     | 13:20:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-09-24 | 11:50:00     | 13:20:00   | Литература       |
|          1 | Иван           | Петров     | 2016-09-24 | 13:50:00     | 15:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-09-24 | 13:50:00     | 15:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-09-24 | 13:50:00     | 15:20:00   | История             |
|          4 | Александр | Кириллов | 2016-09-24 | 13:50:00     | 15:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-09-24 | 13:50:00     | 15:20:00   | История             |
|          1 | Иван           | Петров     | 2016-09-24 | 15:30:00     | 17:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-09-24 | 15:30:00     | 17:00:00   | Алгебра             |
|          3 | Петр           | Сергеев   | 2016-09-24 | 15:30:00     | 17:00:00   | Алгебра             |
|          4 | Александр | Кириллов | 2016-09-24 | 15:30:00     | 17:00:00   | Алгебра             |
|          5 | Кирилл       | Смирнов   | 2016-09-24 | 15:30:00     | 17:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-09-25 | 08:30:00     | 10:00:00   | Химия                 |
|          3 | Петр           | Сергеев   | 2016-09-25 | 08:30:00     | 10:00:00   | Химия                 |
|          4 | Александр | Кириллов | 2016-09-25 | 08:30:00     | 10:00:00   | Химия                 |
|          5 | Кирилл       | Смирнов   | 2016-09-25 | 08:30:00     | 10:00:00   | Химия                 |
|          1 | Иван           | Петров     | 2016-09-25 | 10:10:00     | 11:40:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-09-25 | 10:10:00     | 11:40:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-09-25 | 10:10:00     | 11:40:00   | Биология           |
|          4 | Александр | Кириллов | 2016-09-25 | 10:10:00     | 11:40:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-09-25 | 10:10:00     | 11:40:00   | Биология           |
|          1 | Иван           | Петров     | 2016-09-25 | 11:50:00     | 13:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-09-25 | 11:50:00     | 13:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-09-25 | 11:50:00     | 13:20:00   | История             |
|          4 | Александр | Кириллов | 2016-09-25 | 11:50:00     | 13:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-09-25 | 11:50:00     | 13:20:00   | История             |
|          1 | Иван           | Петров     | 2016-09-26 | 08:30:00     | 10:00:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-09-26 | 08:30:00     | 10:00:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-09-26 | 08:30:00     | 10:00:00   | Литература       |
|          4 | Александр | Кириллов | 2016-09-26 | 08:30:00     | 10:00:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-09-26 | 08:30:00     | 10:00:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-09-26 | 10:10:00     | 11:40:00   | Химия                 |
|          3 | Петр           | Сергеев   | 2016-09-26 | 10:10:00     | 11:40:00   | Химия                 |
|          4 | Александр | Кириллов | 2016-09-26 | 10:10:00     | 11:40:00   | Химия                 |
|          5 | Кирилл       | Смирнов   | 2016-09-26 | 10:10:00     | 11:40:00   | Химия                 |
|          1 | Иван           | Петров     | 2016-09-26 | 11:50:00     | 13:20:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-09-26 | 11:50:00     | 13:20:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-09-26 | 11:50:00     | 13:20:00   | Биология           |
|          4 | Александр | Кириллов | 2016-09-26 | 11:50:00     | 13:20:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-09-26 | 11:50:00     | 13:20:00   | Биология           |
|          1 | Иван           | Петров     | 2016-09-26 | 13:50:00     | 15:20:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-09-26 | 13:50:00     | 15:20:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-09-26 | 13:50:00     | 15:20:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-09-26 | 13:50:00     | 15:20:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-09-26 | 13:50:00     | 15:20:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-09-29 | 08:30:00     | 10:00:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-09-29 | 08:30:00     | 10:00:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-09-29 | 08:30:00     | 10:00:00   | Биология           |
|          4 | Александр | Кириллов | 2016-09-29 | 08:30:00     | 10:00:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-09-29 | 08:30:00     | 10:00:00   | Биология           |
|          1 | Иван           | Петров     | 2016-09-29 | 10:10:00     | 11:40:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-09-29 | 10:10:00     | 11:40:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-09-29 | 10:10:00     | 11:40:00   | Литература       |
|          4 | Александр | Кириллов | 2016-09-29 | 10:10:00     | 11:40:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-09-29 | 10:10:00     | 11:40:00   | Литература       |
|          1 | Иван           | Петров     | 2016-09-29 | 11:50:00     | 13:20:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-09-29 | 11:50:00     | 13:20:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-09-29 | 11:50:00     | 13:20:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-09-29 | 11:50:00     | 13:20:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-09-29 | 11:50:00     | 13:20:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-09-29 | 13:50:00     | 15:20:00   | Физика               |
|          3 | Петр           | Сергеев   | 2016-09-29 | 13:50:00     | 15:20:00   | Физика               |
|          4 | Александр | Кириллов | 2016-09-29 | 13:50:00     | 15:20:00   | Физика               |
|          5 | Кирилл       | Смирнов   | 2016-09-29 | 13:50:00     | 15:20:00   | Физика               |
|          1 | Иван           | Петров     | 2016-09-30 | 08:30:00     | 10:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-09-30 | 08:30:00     | 10:00:00   | Алгебра             |
|          3 | Петр           | Сергеев   | 2016-09-30 | 08:30:00     | 10:00:00   | Алгебра             |
|          4 | Александр | Кириллов | 2016-09-30 | 08:30:00     | 10:00:00   | Алгебра             |
|          5 | Кирилл       | Смирнов   | 2016-09-30 | 08:30:00     | 10:00:00   | Алгебра             |
|          1 | Иван           | Петров     | 2016-09-30 | 10:10:00     | 11:40:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-09-30 | 10:10:00     | 11:40:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-09-30 | 10:10:00     | 11:40:00   | Биология           |
|          4 | Александр | Кириллов | 2016-09-30 | 10:10:00     | 11:40:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-09-30 | 10:10:00     | 11:40:00   | Биология           |
|          1 | Иван           | Петров     | 2016-09-30 | 11:50:00     | 13:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-09-30 | 11:50:00     | 13:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-09-30 | 11:50:00     | 13:20:00   | История             |
|          4 | Александр | Кириллов | 2016-09-30 | 11:50:00     | 13:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-09-30 | 11:50:00     | 13:20:00   | История             |
|          1 | Иван           | Петров     | 2016-10-01 | 08:30:00     | 10:00:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-10-01 | 08:30:00     | 10:00:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-10-01 | 08:30:00     | 10:00:00   | Биология           |
|          4 | Александр | Кириллов | 2016-10-01 | 08:30:00     | 10:00:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-10-01 | 08:30:00     | 10:00:00   | Биология           |
|          1 | Иван           | Петров     | 2016-10-01 | 10:10:00     | 11:40:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-10-01 | 10:10:00     | 11:40:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-10-01 | 10:10:00     | 11:40:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-10-01 | 10:10:00     | 11:40:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-10-01 | 10:10:00     | 11:40:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-10-01 | 11:50:00     | 13:20:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-10-01 | 11:50:00     | 13:20:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-10-01 | 11:50:00     | 13:20:00   | Литература       |
|          4 | Александр | Кириллов | 2016-10-01 | 11:50:00     | 13:20:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-10-01 | 11:50:00     | 13:20:00   | Литература       |
|          1 | Иван           | Петров     | 2016-10-01 | 13:50:00     | 15:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-10-01 | 13:50:00     | 15:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-10-01 | 13:50:00     | 15:20:00   | История             |
|          4 | Александр | Кириллов | 2016-10-01 | 13:50:00     | 15:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-10-01 | 13:50:00     | 15:20:00   | История             |
|          1 | Иван           | Петров     | 2016-10-01 | 15:30:00     | 17:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-10-01 | 15:30:00     | 17:00:00   | Алгебра             |
|          3 | Петр           | Сергеев   | 2016-10-01 | 15:30:00     | 17:00:00   | Алгебра             |
|          4 | Александр | Кириллов | 2016-10-01 | 15:30:00     | 17:00:00   | Алгебра             |
|          5 | Кирилл       | Смирнов   | 2016-10-01 | 15:30:00     | 17:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-10-02 | 08:30:00     | 10:00:00   | Химия                 |
|          3 | Петр           | Сергеев   | 2016-10-02 | 08:30:00     | 10:00:00   | Химия                 |
|          4 | Александр | Кириллов | 2016-10-02 | 08:30:00     | 10:00:00   | Химия                 |
|          5 | Кирилл       | Смирнов   | 2016-10-02 | 08:30:00     | 10:00:00   | Химия                 |
|          1 | Иван           | Петров     | 2016-10-02 | 10:10:00     | 11:40:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-10-02 | 10:10:00     | 11:40:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-10-02 | 10:10:00     | 11:40:00   | Биология           |
|          4 | Александр | Кириллов | 2016-10-02 | 10:10:00     | 11:40:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-10-02 | 10:10:00     | 11:40:00   | Биология           |
